date,subject,age,sex,trial_num,block_num,block,video_path,audio_path,condition,category,duration,eye_fit,mouth_fit,genuineness,response
18:30.0,17,22,m,15,2,mouth,./stimuli/mouth/14_1_5.mov,./stimuli/audio/14/1_5_audio.wav,fake,fa,8,-0.282282306,0.425744219,0.666666667,3
18:30.0,17,22,m,16,2,mouth,./stimuli/mouth/36_3.mov,./stimuli/audio/36/3_audio.wav,TRUE,miss,9,-0.023430414,0.329614763,0.166666667,6
18:30.0,17,22,m,17,2,mouth,./stimuli/mouth/5_1.mov,./stimuli/audio/5/1_audio.wav,TRUE,hit,19,0.331329207,0.271282352,1,9
18:30.0,17,22,m,18,2,mouth,./stimuli/mouth/22_19_3_23_2.mov,./stimuli/audio/22/19_3_23_2_audio.wav,fake,fa,11,-0.043331687,0.084844227,0.6,3
18:30.0,17,22,m,19,2,mouth,./stimuli/mouth/54_2_6.mov,./stimuli/audio/54/2_6_audio.wav,fake,cr,9,0.394991397,-0.296180437,0.25,1
18:30.0,17,22,m,20,2,mouth,./stimuli/mouth/47_3.mov,./stimuli/audio/47/3_audio.wav,TRUE,miss,9,-0.160839454,0.206219531,0.2,6
18:30.0,17,22,m,21,2,mouth,./stimuli/mouth/1_2_4_3_3.mov,./stimuli/audio/1/2_4_3_3_audio.wav,fake,cr,10,0.29840032,-0.30426748,0.333333333,7
18:30.0,17,22,m,22,2,mouth,./stimuli/mouth/12_3.mov,./stimuli/audio/12/3_audio.wav,TRUE,miss,13,-0.042669065,0.315573548,0.428571429,5
18:30.0,17,22,m,23,2,mouth,./stimuli/mouth/10_3_6.mov,./stimuli/audio/10/3_6_audio.wav,fake,cr,6,0.153488505,-0.359733967,0.333333333,8
18:30.0,17,22,m,24,2,mouth,./stimuli/mouth/43_3_7.mov,./stimuli/audio/43/3_7_audio.wav,fake,fa,11,-0.09750081,0.030979213,0.75,7
18:30.0,17,22,m,25,2,mouth,./stimuli/mouth/40_5_8.mov,./stimuli/audio/40/5_8_audio.wav,fake,cr,10,0.341362731,-0.176016933,0.2,6
18:30.0,17,22,m,26,2,mouth,./stimuli/mouth/1_3.mov,./stimuli/audio/1/3_audio.wav,TRUE,hit,26,0.181459665,0.16703163,1,10
18:30.0,17,22,m,27,2,mouth,./stimuli/mouth/8_1.mov,./stimuli/audio/8/1_audio.wav,TRUE,miss,7,-0.100199603,0.434110281,0.428571429,2
18:30.0,17,22,m,28,2,mouth,./stimuli/mouth/14_2.mov,./stimuli/audio/14/2_audio.wav,TRUE,miss,7,-0.168140475,0.457203621,0.4,10
18:30.0,17,22,m,29,2,mouth,./stimuli/mouth/52_3.mov,./stimuli/audio/52/3_audio.wav,TRUE,hit,10,0.280581101,0.210437913,0.75,10
18:30.0,17,22,m,30,2,mouth,./stimuli/mouth/29_1.mov,./stimuli/audio/29/1_audio.wav,TRUE,hit,6,0.786107705,0.437599105,0.8,7
18:30.0,17,22,m,31,2,mouth,./stimuli/mouth/56_2_3.mov,./stimuli/audio/56/2_3_audio.wav,fake,fa,11,-0.066639886,0.508793557,0.75,6
18:30.0,17,22,m,32,2,mouth,./stimuli/mouth/60_1.mov,./stimuli/audio/60/1_audio.wav,TRUE,miss,6,-0.086989524,0.412668777,0.333333333,5
18:30.0,17,22,m,33,2,mouth,./stimuli/mouth/3_1_6.mov,./stimuli/audio/3/1_6_audio.wav,fake,cr,7,0.439420749,-0.464260385,0.25,9
18:30.0,17,22,m,34,2,mouth,./stimuli/mouth/45_46_1_47_1.mov,./stimuli/audio/45/46_1_47_1_audio.wav,fake,cr,10,0.261116112,-0.261920662,0,5
18:30.0,17,22,m,35,2,mouth,./stimuli/mouth/11_12_4_15_4.mov,./stimuli/audio/11/12_4_15_4_audio.wav,fake,cr,11,0.33297802,-0.445899382,0.285714286,6
18:30.0,17,22,m,36,2,mouth,./stimuli/mouth/46_2.mov,./stimuli/audio/46/2_audio.wav,TRUE,miss,8,-0.371875935,0.223143611,0.4,3
18:30.0,17,22,m,37,2,mouth,./stimuli/mouth/49_52_1_58_4.mov,./stimuli/audio/49/52_1_58_4_audio.wav,fake,fa,7,-0.227378141,0.237758265,0.6,10
18:30.0,17,22,m,38,2,mouth,./stimuli/mouth/43_4.mov,./stimuli/audio/43/4_audio.wav,TRUE,hit,8,0.545986765,0.331892696,0.875,7
18:30.0,17,22,m,39,2,mouth,./stimuli/mouth/58_5.mov,./stimuli/audio/58/5_audio.wav,TRUE,miss,10,-0.106306356,0.351239359,0.25,6
18:30.0,17,22,m,40,2,mouth,./stimuli/mouth/4_4.mov,./stimuli/audio/4/4_audio.wav,TRUE,hit,7,0.252145819,0.271498201,0.714285714,8
